doc,pass,min_similarity,top_n_candidates,top_k,candidate_count,selected_chunk_count,expanded_ref_count,selected_chunk_token_estimate,gt_coverage,full_doc_chunks,rerank_ms_full_corpus
SA-2,missile_guidance,0.2,50,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.2,50,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,50,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,50,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,75,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.2,75,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.2,75,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,75,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,75,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,100,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.2,100,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.2,100,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,100,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.2,100,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.25,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.25,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.25,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.25,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.25,50,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.25,50,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.25,50,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,50,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,50,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,75,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.25,75,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.25,75,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,75,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,75,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,100,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.25,100,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.25,100,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,100,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.25,100,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.3,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.3,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.3,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.3,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.3,50,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.3,50,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.3,50,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,50,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,50,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,75,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.3,75,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.3,75,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,75,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,75,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,100,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.3,100,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.3,100,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,100,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.3,100,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.35,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.35,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.35,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.35,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.35,50,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.35,50,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.35,50,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,50,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,50,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,75,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.35,75,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.35,75,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,75,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,75,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,100,5,42,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.35,100,10,42,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.35,100,15,42,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,100,20,42,20,50,7567,1.0,42,22653.580093756318
SA-2,missile_guidance,0.35,100,30,42,30,77,12023,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.4,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.4,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.4,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.4,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.4,50,5,40,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.4,50,10,40,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.4,50,15,40,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,50,20,40,20,53,7959,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,50,30,40,30,80,12113,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,75,5,40,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.4,75,10,40,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.4,75,15,40,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,75,20,40,20,53,7959,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,75,30,40,30,80,12113,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,100,5,40,5,14,1529,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.4,100,10,40,10,30,3416,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.4,100,15,40,15,42,5751,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,100,20,40,20,53,7959,1.0,42,22653.580093756318
SA-2,missile_guidance,0.4,100,30,40,30,80,12113,1.0,42,22653.580093756318
SA-2,missile_guidance,0.45,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.45,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.45,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.45,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.45,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.45,50,5,35,5,13,1719,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.45,50,10,35,10,27,3910,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.45,50,15,35,15,37,5995,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,50,20,35,20,49,8416,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,50,30,35,30,75,12518,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,75,5,35,5,13,1719,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.45,75,10,35,10,27,3910,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.45,75,15,35,15,37,5995,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,75,20,35,20,49,8416,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,75,30,35,30,75,12518,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,100,5,35,5,13,1719,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.45,100,10,35,10,27,3910,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.45,100,15,35,15,37,5995,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,100,20,35,20,49,8416,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.45,100,30,35,30,75,12518,0.8666666666666667,42,22653.580093756318
SA-2,missile_guidance,0.5,25,5,25,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.5,25,10,25,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.5,25,15,25,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,25,20,25,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,25,30,25,25,66,10683,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,50,5,27,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.5,50,10,27,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.5,50,15,27,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,50,20,27,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,50,30,27,27,70,11572,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,75,5,27,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.5,75,10,27,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.5,75,15,27,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,75,20,27,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,75,30,27,27,70,11572,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,100,5,27,5,14,1842,0.3333333333333333,42,22653.580093756318
SA-2,missile_guidance,0.5,100,10,27,10,28,4314,0.6666666666666666,42,22653.580093756318
SA-2,missile_guidance,0.5,100,15,27,15,37,6419,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,100,20,27,20,51,8790,0.8,42,22653.580093756318
SA-2,missile_guidance,0.5,100,30,27,27,70,11572,0.8,42,22653.580093756318
SA-2,missile_airframe,0.2,25,5,25,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.2,25,10,25,10,27,4136,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.2,25,15,25,15,40,6461,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.2,25,20,25,20,53,8619,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.2,25,30,25,25,65,10267,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.2,50,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.2,50,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.2,50,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,50,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,50,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,75,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.2,75,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.2,75,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,75,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,75,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,100,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.2,100,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.2,100,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,100,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.2,100,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,25,5,25,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.25,25,10,25,10,27,4136,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.25,25,15,25,15,40,6461,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.25,25,20,25,20,53,8619,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.25,25,30,25,25,65,10267,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.25,50,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.25,50,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.25,50,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,50,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,50,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,75,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.25,75,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.25,75,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,75,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,75,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,100,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.25,100,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.25,100,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,100,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.25,100,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,25,5,25,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.3,25,10,25,10,27,4136,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.3,25,15,25,15,40,6461,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.3,25,20,25,20,53,8619,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.3,25,30,25,25,65,10267,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.3,50,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.3,50,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.3,50,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,50,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,50,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,75,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.3,75,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.3,75,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,75,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,75,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,100,5,42,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.3,100,10,42,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.3,100,15,42,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,100,20,42,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.3,100,30,42,30,79,12052,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,25,5,25,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.35,25,10,25,10,27,4136,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.35,25,15,25,15,40,6461,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.35,25,20,25,20,53,8619,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.35,25,30,25,25,65,10267,0.8666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.35,50,5,38,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.35,50,10,38,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.35,50,15,38,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,50,20,38,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,50,30,38,30,81,12097,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,75,5,38,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.35,75,10,38,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.35,75,15,38,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,75,20,38,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,75,30,38,30,81,12097,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,100,5,38,5,13,1829,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.35,100,10,38,10,28,3883,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.35,100,15,38,15,39,6163,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,100,20,38,20,54,8526,1.0,42,15429.07333560288
SA-2,missile_airframe,0.35,100,30,38,30,81,12097,1.0,42,15429.07333560288
SA-2,missile_airframe,0.4,25,5,22,5,13,2192,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.4,25,10,22,10,28,4581,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.4,25,15,22,15,41,6779,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,25,20,22,20,54,8766,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,25,30,22,22,56,9195,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,50,5,22,5,13,2192,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.4,50,10,22,10,28,4581,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.4,50,15,22,15,41,6779,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,50,20,22,20,54,8766,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,50,30,22,22,56,9195,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,75,5,22,5,13,2192,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.4,75,10,22,10,28,4581,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.4,75,15,22,15,41,6779,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,75,20,22,20,54,8766,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,75,30,22,22,56,9195,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,100,5,22,5,13,2192,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.4,100,10,22,10,28,4581,0.6666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.4,100,15,22,15,41,6779,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,100,20,22,20,54,8766,0.8,42,15429.07333560288
SA-2,missile_airframe,0.4,100,30,22,22,56,9195,0.8,42,15429.07333560288
SA-2,missile_airframe,0.45,25,5,11,5,14,2171,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.45,25,10,11,10,27,4294,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,25,15,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,25,20,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,25,30,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,50,5,11,5,14,2171,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.45,50,10,11,10,27,4294,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,50,15,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,50,20,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,50,30,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,75,5,11,5,14,2171,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.45,75,10,11,10,27,4294,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,75,15,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,75,20,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,75,30,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,100,5,11,5,14,2171,0.3333333333333333,42,15429.07333560288
SA-2,missile_airframe,0.45,100,10,11,10,27,4294,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,100,15,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,100,20,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.45,100,30,11,11,29,4591,0.4666666666666667,42,15429.07333560288
SA-2,missile_airframe,0.5,25,5,6,5,13,2047,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,25,10,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,25,15,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,25,20,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,25,30,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,50,5,6,5,13,2047,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,50,10,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,50,15,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,50,20,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,50,30,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,75,5,6,5,13,2047,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,75,10,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,75,15,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,75,20,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,75,30,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,100,5,6,5,13,2047,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,100,10,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,100,15,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,100,20,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_airframe,0.5,100,30,6,6,15,2344,0.26666666666666666,42,15429.07333560288
SA-2,missile_speed_timing,0.2,25,5,25,5,15,2468,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,25,10,25,10,30,4641,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.2,25,15,25,15,43,6834,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,25,20,25,20,54,8682,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,25,30,25,25,77,10566,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,50,5,42,5,16,1754,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,50,10,42,10,27,4111,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.2,50,15,42,15,43,6360,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,50,20,42,20,55,8569,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,50,30,42,30,76,12344,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,75,5,42,5,16,1754,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,75,10,42,10,27,4111,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.2,75,15,42,15,43,6360,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,75,20,42,20,55,8569,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,75,30,42,30,76,12344,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,100,5,42,5,16,1754,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.2,100,10,42,10,27,4111,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.2,100,15,42,15,43,6360,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,100,20,42,20,55,8569,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.2,100,30,42,30,76,12344,1.0,42,24406.490126624703
SA-2,missile_speed_timing,0.25,25,5,25,5,15,2468,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.25,25,10,25,10,30,4641,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.25,25,15,25,15,43,6834,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.25,25,20,25,20,54,8682,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.25,25,30,25,25,77,10566,0.7333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.25,50,5,42,5,16,1754,0.3333333333333333,42,24406.490126624703
SA-2,missile_speed_timing,0.25,50,10,42,10,27,4111,0.6666666666666666,42,24406.490126624703
SA-2,missile_speed_timing,0.25,50,15,42,15,43,6360,1.0,42,24406.490126624703
